,filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_flatness_mean,spectral_flatness_var,spectral_rolloff_mean,spectral_rolloff_var,spectral_zero_crossing_rate_mean,spectral_zero_crossing_rate_var,harmony_mean,harmony_var,percussive_mean,percussive_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,mfcc16_var,label
0,disco/disco.00068.wav,0.41795995831489563,0.08251222968101501,3.9066696166992188,0.0007136086351238191,2955.9681996442364,519930.66354305384,2599.617587430521,82731.38525945331,0.021617790684103966,0.00029386402457021177,6131.317294446056,1207528.3922693017,0.1626135168938515,0.005534715762313697,-2.575211510702502e-07,0.004827496595680714,-1.0132721399713773e-05,0.0005495710065588355,107.666015625,-93.29671478271484,1927.206298828125,77.85692596435547,451.4305419921875,-8.785974502563477,384.56121826171875,42.05845260620117,167.58938598632812,-11.248062133789062,75.89354705810547,24.23736000061035,117.14867401123047,-17.91122055053711,67.99882507324219,22.249286651611328,56.02183532714844,16.689247131347656,54.2221565246582,16.689247131347656,50.30109405517578,-15.664074897766113,41.93027114868164,15.411361694335938,47.494789123535156,-18.109745025634766,43.55805206298828,10.215118408203125,37.661155700683594,-14.604677200317383,37.770408630371094,1.8486298322677612,-11.08541488647461,39.65363311767578,1.1492116451263428,42.1843147277832,-10.55246353149414,51.60373306274414,5.189124584197998,47.14533233642578,48.210147857666016,blues
1,disco/disco.00096.wav,0.41073665022850037,0.08475714176893234,2.9482109546661377,0.009159862995147705,2481.4665125023575,369996.18324522977,2178.4349323568654,69515.88390395374,0.008697661571204662,9.040698932949454e-05,4956.233912775522,823027.7537647686,0.13436042331303172,0.0033782969619488555,-5.407769094745163e-07,0.003460443112999201,-8.747319043322932e-06,0.00039178307633847,103.359375,-133.81932067871094,2783.65625,93.4903564453125,590.9096069335938,-24.23086166381836,391.03753662109375,61.447288513183594,164.40272521972656,-22.856271743774414,123.22543334960938,30.987028121948242,165.3404083251953,-14.96641731262207,76.08802032470703,20.23716926574707,80.70877075195312,15.792407035827637,80.62802124023438,15.792407035827637,62.548274993896484,-8.738842964172363,96.97262573242188,11.97636890411377,59.52205276489258,-5.3245110511779785,71.60005950927734,4.997527122497559,72.5445785522461,-0.6735895872116089,67.60118103027344,3.728633165359497,2.098823070526123,59.52549743652344,5.433709144592285,51.197662353515625,3.084094524383545,68.5191879272461,2.4587087631225586,57.17460632324219,65.38626861572266,blues
2,disco/disco.00001.wav,0.39507046341896057,0.08608227968215942,7.641056537628174,0.0036163523327559233,3292.625966945947,552485.3402270209,2768.043873877296,137858.4087663875,0.0810646340250969,0.004097664728760719,6522.402264994959,2067604.1795642083,0.1885523173483103,0.004372701970941694,-0.00018773594638332725,0.013920178636908531,-0.0005437420331873,0.001171341398730874,117.45383522727273,-28.99652862548828,1144.0858154296875,51.860023498535156,524.580810546875,-7.567775726318359,378.85528564453125,21.508853912353516,181.3437957763672,8.142488479614258,79.61176300048828,18.112506866455078,93.67698669433594,6.885487079620361,76.33325958251953,6.562539100646973,53.55979919433594,11.163654327392578,47.797420501708984,11.163654327392578,60.65101623535156,-1.810252070426941,41.85322570800781,1.63889479637146,45.72135925292969,-2.5885515213012695,42.62882995605469,-1.3734936714172363,42.92093276977539,-3.6140050888061523,44.11312484741211,0.21583053469657898,-0.39118194580078125,93.3726806640625,2.636312961578369,84.27085876464844,-3.3629984855651855,68.55818176269531,-0.08929599076509476,82.24493408203125,61.247005462646484,blues
3,disco/disco.00072.wav,0.43029889464378357,0.08021065592765808,2.510347843170166,0.02834446169435978,2902.7590094113057,454191.02901904896,2302.1186187457174,77978.59382558915,0.01933983713388443,0.00037263744161464274,5469.941530869344,1127207.0286440307,0.18406730350928074,0.005948421448707193,-0.0006429898785427213,0.003411057638004422,-0.000441743090050295,0.0003708495059981942,135.99917763157896,-128.39271545410156,4180.18701171875,67.27215576171875,595.38818359375,-36.93484878540039,541.9242553710938,40.895870208740234,441.0525817871094,-21.760494232177734,282.028564453125,23.151737213134766,224.19496154785156,-13.259244918823242,147.39913940429688,13.090133666992188,202.27430725097656,17.796520233154297,114.58743286132812,17.796520233154297,92.62281036376953,-15.174751281738281,81.28990173339844,16.381437301635742,94.3207778930664,-10.462129592895508,67.425537109375,12.831917762756348,64.9448471069336,-9.227718353271484,55.811744689941406,4.393450736999512,-5.434206962585449,41.2592887878418,7.251543998718262,50.13001251220703,-2.6736814975738525,77.30377960205078,6.579061508178711,96.28141784667969,50.7357292175293,blues
4,disco/disco.00076.wav,0.34620311856269836,0.08720286935567856,5.413424015045166,0.028058143332600594,2251.4537288846423,227442.07072403867,2164.4581736484806,79525.48773954036,0.008023316040635109,5.420408706413582e-05,4556.7954928581785,1112985.73990872,0.12186072542053364,0.0016081443380483427,0.00024042038421612233,0.007529326714575291,0.0002099207486025989,0.002866916125640273,129.19921875,-95.87884521484375,2997.572265625,103.38253021240234,372.3662414550781,-36.51820373535156,431.74835205078125,27.11334800720215,238.95919799804688,-22.883317947387695,195.96096801757812,9.995586395263672,217.2738037109375,-24.66669464111328,115.653564453125,15.66105842590332,89.64132690429688,18.74319076538086,73.46397399902344,18.74319076538086,68.75263977050781,-18.559432983398438,59.038753509521484,9.859941482543945,71.6492919921875,-15.083536148071289,75.93151092529297,3.9126274585723877,56.62336730957031,-11.177151679992676,48.31487274169922,0.5140041708946228,-5.479914665222168,44.467464447021484,3.1168317794799805,57.54749298095703,-7.902309894561768,60.15072250366211,2.964804172515869,86.68762969970703,51.18710708618164,blues
5,disco/disco.00051.wav,0.4636858403682709,0.07176845520734787,3.16656494140625,0.002022591419517994,2650.631198195172,206841.31767335522,2308.7581493372686,53480.88988461337,0.018382519483566284,0.00015540212916675955,5370.785543702871,710065.8553895556,0.15762987601508122,0.0017800382463059401,8.653847908135504e-05,0.004367944784462452,0.0004368058580439538,0.0005090679042041302,107.666015625,-77.22457122802734,1659.0401611328125,89.38706970214844,319.8683776855469,-34.2393913269043,288.38873291015625,38.70130920410156,146.66746520996094,-22.256702423095703,113.20063781738281,31.255943298339844,73.72235107421875,-16.383636474609375,95.3860092163086,22.336254119873047,46.01171112060547,19.280406951904297,51.396305084228516,19.280406951904297,65.87257385253906,-13.238131523132324,46.71002960205078,16.733848571777344,36.769832611083984,-10.38874340057373,31.70024871826172,11.389331817626953,31.771053314208984,-8.547079086303711,31.42552375793457,5.729657173156738,-8.347430229187012,27.649446487426758,3.0583198070526123,30.756839752197266,-7.581401348114014,28.16216468811035,2.253432035446167,28.083473205566406,32.96391677856445,blues
6,disco/disco.00070.wav,0.4484575688838959,0.0716116800904274,3.7770118713378906,0.0013348468346521258,2449.233952295426,212442.80626863881,2311.5460948499785,63068.667098290985,0.014651411212980747,0.00010831624967977405,5184.480869797709,867564.7802809526,0.13458360523008508,0.0015134063363964772,0.00017660691810306162,0.0046603064984083176,0.0006205023382790387,0.0006767399027012289,107.666015625,-81.71260833740234,1645.94140625,97.6055679321289,323.9026184082031,-27.61300277709961,292.4009704589844,36.65382766723633,151.12734985351562,-17.254905700683594,115.309814453125,30.748144149780273,76.52511596679688,-15.944994926452637,98.40801239013672,20.970096588134766,47.12921905517578,17.41244125366211,53.63070297241211,17.41244125366211,67.12310028076172,-13.367425918579102,46.181976318359375,15.090777397155762,37.04053497314453,-10.38049030303955,31.878698348999023,10.253178596496582,31.605623245239258,-8.394841194152832,31.539531707763672,4.795846939086914,-7.947638511657715,29.26671600341797,2.295926809310913,30.748188018798828,-7.119019031524658,27.71772003173828,1.7724367380142212,28.289533615112305,34.28166961669922,blues
7,disco/disco.00083.wav,0.41297051310539246,0.08884861320257187,2.726182699203491,0.0003250855370424688,1959.0059614673164,462873.31246364355,2210.5228234306014,141140.05172273604,0.00715268962085247,0.00010636354272719473,4351.905316487819,2336787.3246200243,0.08998536289153132,0.0029298678796601694,0.0001170350587926805,0.0031560659408569336,0.0002987086190842092,0.000703013502061367,117.45383522727273,-167.43829345703125,3420.562255859375,112.50663757324219,763.6118774414062,-4.58199405670166,693.9564208984375,37.09852981567383,529.1906127929688,-8.617378234863281,242.37770080566406,27.820125579833984,190.2222900390625,-14.707266807556152,115.9107437133789,18.51816177368164,105.06771850585938,13.755875587463379,106.74395751953125,13.755875587463379,87.01390075683594,-13.326945304870605,72.56224822998047,10.207247734069824,60.2645149230957,-11.572857856750488,77.6458740234375,6.745291709899902,62.25563049316406,-9.194631576538086,61.81953430175781,4.895350933074951,-9.716414451599121,72.71440124511719,1.5203214883804321,65.61575317382812,-5.568985462188721,64.93660736083984,-2.062441110610962,60.424400329589844,67.41659545898438,blues
8,disco/disco.00084.wav,0.5021041035652161,0.08487751334905624,2.5652458667755127,0.0046039754524827,2455.065763469808,569616.7236217089,2099.940269748942,89266.96337604806,0.015902090817689896,0.00034706457518041134,4725.996841466067,1391125.062403485,0.15141816814095127,0.006719794812698908,-8.344191883224994e-06,0.0007055534515529871,1.2877816288892063e-06,0.0020934208296239376,112.34714673913044,-197.17401123046875,9031.51953125,83.358642578125,1092.71630859375,-38.59444046020508,764.5336303710938,43.69131088256836,323.1083679199219,-7.317381381988525,162.41671752929688,25.640268325805664,116.50033569335938,-8.676218032836914,84.73099517822266,13.382078170776367,116.81022644042969,12.15982437133789,75.12810516357422,12.15982437133789,76.50343322753906,-12.058865547180176,69.71512603759766,10.61604118347168,48.09576416015625,-2.4146556854248047,86.43356323242188,12.021697044372559,84.61341857910156,1.3857311010360718,150.88558959960938,6.783096790313721,-3.3747761249542236,58.77150344848633,-1.6541824340820312,40.95135498046875,0.0645017921924591,46.580841064453125,1.405860424041748,36.49675369262695,71.85271453857422,blues
9,disco/disco.00050.wav,0.4443492591381073,0.07112564146518707,6.530094146728516,0.005934732034802437,2375.876794890427,195814.85653175702,2258.2296779446306,68060.58795767488,0.01248850580304861,8.610333316028118e-05,5005.320622915458,914493.2998126299,0.12873971323955916,0.0013028778018138517,-2.1340657951895992e-07,0.010951665230095387,7.125266711227596e-05,0.0007494778255932033,107.666015625,-45.7850456237793,1327.0740966796875,101.74594116210938,327.5501708984375,-32.0903434753418,294.200439453125,34.2849006652832,156.76072692871094,-17.537124633789062,116.65890502929688,32.31634521484375,78.87307739257812,-15.643783569335938,100.04427337646484,22.03470230102539,46.92389678955078,18.675683975219727,53.3078727722168,18.675683975219727,70.34776306152344,-13.076387405395508,47.44226837158203,16.484670639038086,39.6610221862793,-9.905086517333984,33.42127227783203,11.569875717163086,33.153560638427734,-7.744584083557129,32.52970886230469,6.127682685852051,-7.3680243492126465,29.95231819152832,3.5733063220977783,31.447662353515625,-6.61918306350708,29.952011108398438,2.843277931213379,28.867984771728516,36.33082580566406,blues
